"REF_DATE","GEO","DGUID","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015/2016","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","28767","","","","0"
"2015/2016","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","28168","","","","0"
"2015/2016","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","44702","","","","0"
"2015/2016","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","23020","","","","0"
"2015/2016","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","21682","","","","0"
"2015/2016","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","450","","","","0"
"2015/2016","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","228","","","","0"
"2015/2016","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","222","","","","0"
"2015/2016","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","710","","","","0"
"2015/2016","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","353","","","","0"
"2015/2016","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","357","","","","0"
"2015/2016","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","867","","","","0"
"2015/2016","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","470","","","","0"
"2015/2016","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","397","","","","0"
"2016/2017","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","380554","","","","0"
"2016/2017","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","195512","","","","0"
"2016/2017","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","185042","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","4391","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","2260","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","2131","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1388","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","731","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","657","","","","0"
"2016/2017","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","8221","","","","0"
"2016/2017","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4230","","","","0"
"2016/2017","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","3991","","","","0"
"2016/2017","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","6593","","","","0"
"2016/2017","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3389","","","","0"
"2016/2017","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3204","","","","0"
"2016/2017","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","84701","","","","0"
"2016/2017","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","43442","","","","0"
"2016/2017","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","41259","","","","0"
"2016/2017","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","141111","","","","0"
"2016/2017","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","72519","","","","0"
"2016/2017","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","68592","","","","0"
"2016/2017","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","16959","","","","0"
"2016/2017","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8691","","","","0"
"2016/2017","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","8268","","","","0"
"2016/2017","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","15477","","","","0"
"2016/2017","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","7920","","","","0"
"2016/2017","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","7557","","","","0"
"2016/2017","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","54794","","","","0"
"2016/2017","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","28253","","","","0"
"2016/2017","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","26541","","","","0"
"2016/2017","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","44989","","","","0"
"2016/2017","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","23069","","","","0"
"2016/2017","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","21920","","","","0"
"2016/2017","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","428","","","","0"
"2016/2017","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","223","","","","0"
"2016/2017","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","205","","","","0"
"2016/2017","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","602","","","","0"
"2016/2017","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","311","","","","0"
"2016/2017","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","291","","","","0"
"2016/2017","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","900","","","","0"
"2016/2017","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","474","","","","0"
"2016/2017","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","426","","","","0"
"2017/2018","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","377163","","","","0"
"2017/2018","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","193562","","","","0"
"2017/2018","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","183601","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","3989","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","2038","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","1951","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1295","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","675","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","620","","","","0"
"2017/2018","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","8106","","","","0"
"2017/2018","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4183","","","","0"
"2017/2018","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","3923","","","","0"
"2017/2018","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","6426","","","","0"
"2017/2018","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3278","","","","0"
"2017/2018","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3148","","","","0"
"2017/2018","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","83998","","","","0"
"2017/2018","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","42881","","","","0"
"2017/2018","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","41117","","","","0"
"2017/2018","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","141388","","","","0"
"2017/2018","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","72773","","","","0"
"2017/2018","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","68615","","","","0"
"2017/2018","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","17318","","","","0"
"2017/2018","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8991","","","","0"
"2017/2018","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","8327","","","","0"
"2017/2018","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","15367","","","","0"
"2017/2018","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","7813","","","","0"
"2017/2018","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","7554","","","","0"
"2017/2018","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","52987","","","","0"
"2017/2018","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","27284","","","","0"
"2017/2018","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","25703","","","","0"
"2017/2018","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","44308","","","","0"
"2017/2018","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","22625","","","","0"
"2017/2018","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","21683","","","","0"
"2017/2018","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","432","","","","0"
"2017/2018","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","225","","","","0"
"2017/2018","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","207","","","","0"
"2017/2018","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","621","","","","0"
"2017/2018","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","340","","","","0"
"2017/2018","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","281","","","","0"
"2017/2018","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","928","","","","0"
"2017/2018","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","456","","","","0"
"2017/2018","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","472","","","","0"
"2018/2019","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","373307","","","","0"
"2018/2019","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","191222","","","","0"
"2018/2019","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","182085","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","3893","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","1990","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","1903","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1308","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","651","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","657","","","","0"
"2018/2019","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","7967","","","","0"
"2018/2019","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4090","","","","0"
"2018/2019","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","3877","","","","0"
"2018/2019","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","6369","","","","0"
"2018/2019","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3272","","","","0"
"2018/2019","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3097","","","","0"
"2018/2019","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","83864","","","","0"
"2018/2019","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","43079","","","","0"
"2018/2019","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","40785","","","","0"
